1 0 ['seti', 123, 0, 4] [15823996, 0, 0, 0, 0, 0]
1630 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 230]
1631 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 230]
1632 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 230]
1633 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 231]
1634 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 231]
1635 19 ['muli', 2, 256, 2] [15823996, 18, 232, 65536, 14559001, 231]
1636 20 ['gtrr', 2, 3, 2] [15823996, 19, 59392, 65536, 14559001, 231]
1637 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 231]
1638 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 231]
1639 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 231]
1640 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 232]
1641 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 232]
1642 19 ['muli', 2, 256, 2] [15823996, 18, 233, 65536, 14559001, 232]
1643 20 ['gtrr', 2, 3, 2] [15823996, 19, 59648, 65536, 14559001, 232]
1644 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 232]
1645 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 232]
1646 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 232]
1647 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 233]
1648 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 233]
1649 19 ['muli', 2, 256, 2] [15823996, 18, 234, 65536, 14559001, 233]
1650 20 ['gtrr', 2, 3, 2] [15823996, 19, 59904, 65536, 14559001, 233]
1651 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 233]
1652 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 233]
1653 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 233]
1654 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 234]
1655 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 234]
1656 19 ['muli', 2, 256, 2] [15823996, 18, 235, 65536, 14559001, 234]
1657 20 ['gtrr', 2, 3, 2] [15823996, 19, 60160, 65536, 14559001, 234]
1658 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 234]
1659 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 234]
1660 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 234]
1661 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 235]
1662 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 235]
1663 19 ['muli', 2, 256, 2] [15823996, 18, 236, 65536, 14559001, 235]
1664 20 ['gtrr', 2, 3, 2] [15823996, 19, 60416, 65536, 14559001, 235]
1665 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 235]
1666 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 235]
1667 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 235]
1668 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 236]
1669 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 236]
1670 19 ['muli', 2, 256, 2] [15823996, 18, 237, 65536, 14559001, 236]
1671 20 ['gtrr', 2, 3, 2] [15823996, 19, 60672, 65536, 14559001, 236]
1672 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 236]
1673 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 236]
1674 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 236]
1675 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 237]
1676 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 237]
1677 19 ['muli', 2, 256, 2] [15823996, 18, 238, 65536, 14559001, 237]
1678 20 ['gtrr', 2, 3, 2] [15823996, 19, 60928, 65536, 14559001, 237]
1679 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 237]
1680 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 237]
1681 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 237]
1682 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 238]
1683 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 238]
1684 19 ['muli', 2, 256, 2] [15823996, 18, 239, 65536, 14559001, 238]
1685 20 ['gtrr', 2, 3, 2] [15823996, 19, 61184, 65536, 14559001, 238]
1686 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 238]
1687 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 238]
1688 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 238]
1689 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 239]
1690 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 239]
1691 19 ['muli', 2, 256, 2] [15823996, 18, 240, 65536, 14559001, 239]
1692 20 ['gtrr', 2, 3, 2] [15823996, 19, 61440, 65536, 14559001, 239]
1693 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 239]
1694 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 239]
1695 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 239]
1696 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 240]
1697 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 240]
1698 19 ['muli', 2, 256, 2] [15823996, 18, 241, 65536, 14559001, 240]
1699 20 ['gtrr', 2, 3, 2] [15823996, 19, 61696, 65536, 14559001, 240]
1700 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 240]
1701 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 240]
1702 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 240]
1703 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 241]
1704 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 241]
1705 19 ['muli', 2, 256, 2] [15823996, 18, 242, 65536, 14559001, 241]
1706 20 ['gtrr', 2, 3, 2] [15823996, 19, 61952, 65536, 14559001, 241]
1707 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 241]
1708 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 241]
1709 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 241]
1710 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 242]
1711 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 242]
1712 19 ['muli', 2, 256, 2] [15823996, 18, 243, 65536, 14559001, 242]
1713 20 ['gtrr', 2, 3, 2] [15823996, 19, 62208, 65536, 14559001, 242]
1714 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 242]
1715 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 242]
1716 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 242]
1717 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 243]
1718 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 243]
1719 19 ['muli', 2, 256, 2] [15823996, 18, 244, 65536, 14559001, 243]
1720 20 ['gtrr', 2, 3, 2] [15823996, 19, 62464, 65536, 14559001, 243]
1721 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 243]
1722 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 243]
1723 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 243]
1724 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 244]
1725 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 244]
1726 19 ['muli', 2, 256, 2] [15823996, 18, 245, 65536, 14559001, 244]
1727 20 ['gtrr', 2, 3, 2] [15823996, 19, 62720, 65536, 14559001, 244]
1728 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 244]
1729 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 244]
1730 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 244]
1731 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 245]
1732 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 245]
1733 19 ['muli', 2, 256, 2] [15823996, 18, 246, 65536, 14559001, 245]
1734 20 ['gtrr', 2, 3, 2] [15823996, 19, 62976, 65536, 14559001, 245]
1735 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 245]
1736 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 245]
1737 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 245]
1738 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 246]
1739 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 246]
1740 19 ['muli', 2, 256, 2] [15823996, 18, 247, 65536, 14559001, 246]
1741 20 ['gtrr', 2, 3, 2] [15823996, 19, 63232, 65536, 14559001, 246]
1742 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 246]
1743 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 246]
1744 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 246]
1745 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 247]
1746 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 247]
1747 19 ['muli', 2, 256, 2] [15823996, 18, 248, 65536, 14559001, 247]
1748 20 ['gtrr', 2, 3, 2] [15823996, 19, 63488, 65536, 14559001, 247]
1749 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 247]
1750 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 247]
1751 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 247]
1752 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 248]
1753 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 248]
1754 19 ['muli', 2, 256, 2] [15823996, 18, 249, 65536, 14559001, 248]
1755 20 ['gtrr', 2, 3, 2] [15823996, 19, 63744, 65536, 14559001, 248]
1756 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 248]
1757 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 248]
1758 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 248]
1759 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 249]
1760 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 249]
1761 19 ['muli', 2, 256, 2] [15823996, 18, 250, 65536, 14559001, 249]
1762 20 ['gtrr', 2, 3, 2] [15823996, 19, 64000, 65536, 14559001, 249]
1763 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 249]
1764 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 249]
1765 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 249]
1766 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 250]
1767 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 250]
1768 19 ['muli', 2, 256, 2] [15823996, 18, 251, 65536, 14559001, 250]
1769 20 ['gtrr', 2, 3, 2] [15823996, 19, 64256, 65536, 14559001, 250]
1770 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 250]
1771 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 250]
1772 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 250]
1773 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 251]
1774 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 251]
1775 19 ['muli', 2, 256, 2] [15823996, 18, 252, 65536, 14559001, 251]
1776 20 ['gtrr', 2, 3, 2] [15823996, 19, 64512, 65536, 14559001, 251]
1777 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 251]
1778 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 251]
1779 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 251]
1780 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 252]
1781 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 252]
1782 19 ['muli', 2, 256, 2] [15823996, 18, 253, 65536, 14559001, 252]
1783 20 ['gtrr', 2, 3, 2] [15823996, 19, 64768, 65536, 14559001, 252]
1784 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 252]
1785 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 252]
1786 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 252]
1787 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 253]
1788 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 253]
1789 19 ['muli', 2, 256, 2] [15823996, 18, 254, 65536, 14559001, 253]
1790 20 ['gtrr', 2, 3, 2] [15823996, 19, 65024, 65536, 14559001, 253]
1791 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 253]
1792 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 253]
1793 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 253]
1794 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 254]
1795 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 254]
1796 19 ['muli', 2, 256, 2] [15823996, 18, 255, 65536, 14559001, 254]
1797 20 ['gtrr', 2, 3, 2] [15823996, 19, 65280, 65536, 14559001, 254]
1798 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 254]
1799 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 254]
1800 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 254]
1801 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 255]
1802 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 255]
1803 19 ['muli', 2, 256, 2] [15823996, 18, 256, 65536, 14559001, 255]
1804 20 ['gtrr', 2, 3, 2] [15823996, 19, 65536, 65536, 14559001, 255]
1805 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 255]
1806 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 255]
1807 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 255]
1808 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 256]
1809 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 256]
1810 19 ['muli', 2, 256, 2] [15823996, 18, 257, 65536, 14559001, 256]
1811 20 ['gtrr', 2, 3, 2] [15823996, 19, 65792, 65536, 14559001, 256]
1812 21 ['addr', 2, 1, 1] [15823996, 20, 1, 65536, 14559001, 256]
1813 23 ['seti', 25, 1, 1] [15823996, 22, 1, 65536, 14559001, 256]
1814 26 ['setr', 5, 4, 3] [15823996, 25, 1, 65536, 14559001, 256]
1815 27 ['seti', 7, 5, 1] [15823996, 26, 1, 256, 14559001, 256]
1816 8 ['bani', 3, 255, 5] [15823996, 7, 1, 256, 14559001, 256]
1817 9 ['addr', 4, 5, 4] [15823996, 8, 1, 256, 14559001, 0]
1818 10 ['bani', 4, 16777215, 4] [15823996, 9, 1, 256, 14559001, 0]
1819 11 ['muli', 4, 65899, 4] [15823996, 10, 1, 256, 14559001, 0]
1820 12 ['bani', 4, 16777215, 4] [15823996, 11, 1, 256, 959423606899, 0]
1821 13 ['gtir', 256, 3, 5] [15823996, 12, 1, 256, 1732723, 0]
1822 14 ['addr', 5, 1, 1] [15823996, 13, 1, 256, 1732723, 0]
1823 15 ['addi', 1, 1, 1] [15823996, 14, 1, 256, 1732723, 0]
1824 17 ['seti', 0, 7, 5] [15823996, 16, 1, 256, 1732723, 0]
1825 18 ['addi', 5, 1, 2] [15823996, 17, 1, 256, 1732723, 0]
1826 19 ['muli', 2, 256, 2] [15823996, 18, 1, 256, 1732723, 0]
1827 20 ['gtrr', 2, 3, 2] [15823996, 19, 256, 256, 1732723, 0]
1828 21 ['addr', 2, 1, 1] [15823996, 20, 0, 256, 1732723, 0]
1829 22 ['addi', 1, 1, 1] [15823996, 21, 0, 256, 1732723, 0]
1830 24 ['addi', 5, 1, 5] [15823996, 23, 0, 256, 1732723, 0]
1831 25 ['seti', 17, 6, 1] [15823996, 24, 0, 256, 1732723, 1]
1832 18 ['addi', 5, 1, 2] [15823996, 17, 0, 256, 1732723, 1]
1833 19 ['muli', 2, 256, 2] [15823996, 18, 2, 256, 1732723, 1]
1834 20 ['gtrr', 2, 3, 2] [15823996, 19, 512, 256, 1732723, 1]
1835 21 ['addr', 2, 1, 1] [15823996, 20, 1, 256, 1732723, 1]
1836 23 ['seti', 25, 1, 1] [15823996, 22, 1, 256, 1732723, 1]
1837 26 ['setr', 5, 4, 3] [15823996, 25, 1, 256, 1732723, 1]
1838 27 ['seti', 7, 5, 1] [15823996, 26, 1, 1, 1732723, 1]
1839 8 ['bani', 3, 255, 5] [15823996, 7, 1, 1, 1732723, 1]
1840 9 ['addr', 4, 5, 4] [15823996, 8, 1, 1, 1732723, 1]
1841 10 ['bani', 4, 16777215, 4] [15823996, 9, 1, 1, 1732724, 1]
1842 11 ['muli', 4, 65899, 4] [15823996, 10, 1, 1, 1732724, 1]
1843 12 ['bani', 4, 16777215, 4] [15823996, 11, 1, 1, 114184778876, 1]
1844 13 ['gtir', 256, 3, 5] [15823996, 12, 1, 1, 15823996, 1]
1845 14 ['addr', 5, 1, 1] [15823996, 13, 1, 1, 15823996, 1]
1846 16 ['seti', 27, 3, 1] [15823996, 15, 1, 1, 15823996, 1]
1847 28 ['eqrr', 4, 0, 5] [15823996, 27, 1, 1, 15823996, 1]
1848 29 ['addr', 5, 1, 1] [15823996, 28, 1, 1, 15823996, 1]
